,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,6517,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-03T17:17:00.000Z,1570.924778953679,9773655458.735542,39.0661,0.23049681,-3.30565002,-1.32507593,-0.23386763,29.0699331,23.86003093,192240138737.90454,18.6874,192240138737.9,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
2,825,Tether,USDT,tether,48731,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71116628508.94615,73141766321.23428,,3,,,,2023-03-03T17:17:00.000Z,1.0001271115599255,37586773864.82065,26.5504,0.00162443,0.00348829,0.00209302,2.706e-05,0.03795975,0.00742601,71125668254.53256,6.915,73151063485.25,,2023-03-03T17:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-03 17:19:16.932103
3,1839,BNB,BNB,bnb,1206,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894579.00970283,159979963.59042934,,4,,,,2023-03-03T17:17:00.000Z,289.6068542492487,459766038.1989789,24.3055,0.3161742,-2.55012593,-3.67506047,-6.04122854,17.55312101,-0.53822169,45727352330.0095,4.4464,46331293998.33,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
4,3408,USD Coin,USDC,usd-coin,10437,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43228214266.55103,43228214266.55103,,5,,,,2023-03-03T17:17:00.000Z,0.9999833583042786,4172440570.713327,17.1515,0.00249586,-0.02552329,0.0068116,0.00370389,-0.00347827,0.00461471,43227494875.762634,4.2021,43227494875.76,,2023-03-03T17:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-03 17:19:16.932103
5,52,XRP,XRP,xrp,898,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-03T17:17:00.000Z,0.3674649796760787,1126412670.5718791,32.8923,0.04665723,-2.10820317,-1.93972039,-7.85227637,4.26723464,-6.83058689,18722676191.28194,1.8205,36746497967.61,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
6,2010,Cardano,ADA,cardano,661,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670935980.244,35538184453.812,,7,,,,2023-03-03T17:17:00.000Z,0.3394757810561817,384459021.0937727,63.2094,0.61467102,-2.07956563,-6.97318339,-9.46776944,33.3664445,4.80439241,11769943071.842205,1.1443,15276410147.53,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
7,3890,Polygon,MATIC,polygon,598,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-03T17:17:00.000Z,1.1706635018863631,573674039.9543618,55.1986,0.66847245,-2.08415873,-7.94486967,8.51055957,49.77320873,27.33124518,10224946682.204313,0.994,11706635018.86,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
8,74,Dogecoin,DOGE,dogecoin,650,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-03T17:17:00.000Z,0.07636831742554888,553853124.2841204,136.5421,0.41514483,-4.56357054,-5.60957708,-15.07441997,6.05367759,-24.53686099,10131843041.14449,0.9849,10131843041.14,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
9,4687,Binance USD,BUSD,binance-usd,6338,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9469876480.143375,9469876480.143375,,10,,,,2023-03-03T17:17:00.000Z,1.000272525745802,7820695769.696166,38.397,-0.00269128,0.00903435,0.01592194,0.01315022,0.02221347,0.01277252,9472457265.29378,0.9208,9472457265.29,,2023-03-03T17:17:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-03 17:19:16.932103
10,5426,Solana,SOL,solana,437,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378850891.6416557,539312704.8875339,,11,,,,2023-03-03T17:17:00.000Z,21.255517415509456,478880891.683738,44.5479,0.16805539,-2.34364403,-6.73079624,-6.65458467,91.02016477,57.12642006,8052671725.170498,0.7828,11463370591.14,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162800965.752177,1289224636.0573568,,12,904869778.0,5494246036.966118,,2023-03-03T17:17:00.000Z,6.071863786974791,293377585.86116034,33.6925,0.42995449,-3.22748311,-8.31459773,-0.05077838,34.91454766,9.26336338,7060369075.409957,0.6863,7827996380.95,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
12,2,Litecoin,LTC,litecoin,881,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72401614.83882631,84000000.0,,13,,,,2023-03-03T17:17:00.000Z,89.70977170108931,660229950.8457748,43.0329,0.38100115,-4.85157096,-1.50973443,-4.92567053,20.07970427,17.58937567,6495132337.981309,0.6314,7535620822.89,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-03T17:17:00.000Z,1.1326783959433913e-05,286588739.9824344,51.4012,0.1774753,-4.33561379,-10.26763304,-1.34896505,38.28851224,21.32728578,6219121139.8902855,0.6045,6679801282.75,,2023-03-03T17:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-03 17:19:16.932103
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91392613295.47162,91392729200.59804,,15,71659659264.0,4829145047.768366,,2023-03-03T17:17:00.000Z,0.06739000851200538,257196559.5377066,20.0437,0.0444478,-2.60460579,-0.71738525,9.05422361,21.88127462,24.88798676,6158948987.916248,0.5988,6158956798.76,,2023-03-03T17:17:00.000Z,,,,,,2023-03-03 17:19:16.932103
0,1,Bitcoin,BTC,bitcoin,9996,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19307106.0,19307106.0,,1,,,,2023-03-03T17:20:00.000Z,22402.046049225573,26103386363.774803,24.2745,0.17179005,-3.72277963,-3.41017743,-2.60893241,33.99056485,32.10171555,432518677689.27936,42.0673,470442967033.74,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
1,1027,Ethereum,ETH,ethereum,6517,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-03T17:20:00.000Z,1570.459908837158,9775758703.080753,39.1004,0.14661956,-3.29011773,-1.44613605,-0.29813371,29.0327993,23.76560601,192183250784.4568,18.6819,192183250784.46,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
2,825,Tether,USDT,tether,48731,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71116628508.94615,73141766321.23428,,3,,,,2023-03-03T17:20:00.000Z,1.0001256414492246,37600192560.47979,26.6098,0.00089775,0.00350546,0.00217657,0.00222234,0.03570421,0.00657854,71125563705.21597,6.9178,73150955958.75,,2023-03-03T17:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-03 17:21:38.612363
3,1839,BNB,BNB,bnb,1206,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894579.00970283,159979963.59042934,,4,,,,2023-03-03T17:20:00.000Z,289.5509920942544,459764364.7185896,24.2829,0.25193782,-2.51366056,-3.76460314,-6.1118522,17.53985376,-0.83295959,45718531998.564095,4.4455,46322357172.81,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
4,3408,USD Coin,USDC,usd-coin,10437,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43228214266.55103,43228214266.55103,,5,,,,2023-03-03T17:20:00.000Z,0.9999649158785975,4172333938.5164485,17.19,-0.00191566,-0.0244106,-0.00086508,-0.0040381,-0.00573963,-0.00751466,43226697642.63369,4.202,43226697642.63,,2023-03-03T17:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-03 17:21:38.612363
5,52,XRP,XRP,xrp,898,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-03T17:20:00.000Z,0.3673950717289716,1126425680.3484654,32.8384,-0.0299198,-2.14671061,-2.16584042,-7.91890024,4.20537121,-6.85955374,18719114317.554443,1.8202,36739507172.9,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
6,2010,Cardano,ADA,cardano,661,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670935980.244,35538184453.812,,7,,,,2023-03-03T17:20:00.000Z,0.3395490057412378,384566338.13138074,63.2197,0.58912168,-2.00375843,-7.10309344,-9.51637089,33.33241844,4.74579509,11772481840.209959,1.145,15279705258.36,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
7,3890,Polygon,MATIC,polygon,598,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-03T17:20:00.000Z,1.1707234325637128,573626008.6695176,55.3169,0.57554345,-2.04650247,-8.1410984,8.41171379,49.82884253,27.26961712,10225470135.766794,0.994,11707234325.64,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
8,74,Dogecoin,DOGE,dogecoin,650,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-03T17:20:00.000Z,0.07637276374503968,554003556.6705554,136.5,0.34091339,-4.51677988,-5.69850234,-15.17957981,6.10931981,-24.58215609,10132432937.749657,0.985,10132432937.75,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
9,4687,Binance USD,BUSD,binance-usd,6338,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9469876480.143375,9469876480.143375,,10,,,,2023-03-03T17:20:00.000Z,1.000319685834936,7820909121.220785,38.3285,0.01161953,-0.01336976,0.01693329,0.03369574,0.01541962,-0.02388688,9472903865.51267,0.9208,9472903865.51,,2023-03-03T17:20:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-03 17:21:38.612363
10,5426,Solana,SOL,solana,437,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378850891.6416557,539312704.8875339,,11,,,,2023-03-03T17:20:00.000Z,21.248468681708342,478904481.8738719,44.5233,0.06532449,-2.36637466,-6.89042321,-6.72290132,90.6763824,56.91097824,8050001306.085002,0.7825,11459569119.45,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162800965.752177,1289224636.0573568,,12,904869778.0,5493078427.88539,,2023-03-03T17:20:00.000Z,6.070573425522662,293457498.32268715,33.6096,0.34661207,-3.21213374,-8.45656158,-0.14425838,34.95570843,9.19989242,7058868641.867252,0.6862,7826332815.18,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
12,2,Litecoin,LTC,litecoin,881,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72401614.83882631,84000000.0,,13,,,,2023-03-03T17:20:00.000Z,89.75209201113896,660683401.3091826,43.1072,0.34438936,-4.81327088,-1.51711112,-4.95878758,20.19784842,17.5231271,6498196396.769382,0.6317,7539175728.94,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-03T17:20:00.000Z,1.1319629100445004e-05,286128612.0648164,51.1587,0.10126592,-4.35427134,-10.47138393,-1.34331861,38.20415332,21.21978632,6215192669.553938,0.6045,6675581811.76,,2023-03-03T17:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-03 17:21:38.612363
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91392613295.47162,91392729200.59804,,15,71659659264.0,4827909679.790404,,2023-03-03T17:20:00.000Z,0.06737276913366268,257157993.89386892,20.0126,-0.04628311,-2.62727821,-0.81670682,9.01401661,21.85896107,24.82338496,6157373436.077919,0.5989,6157381244.93,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:21:38.612363
0,1,Bitcoin,BTC,bitcoin,9996,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19307106.0,19307106.0,,1,,,,2023-03-03T17:20:00.000Z,22402.046049225573,26103386363.774803,24.2745,0.17179005,-3.72277963,-3.41017743,-2.60893241,33.99056485,32.10171555,432518677689.27936,42.0673,470442967033.74,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
1,1027,Ethereum,ETH,ethereum,6517,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-03T17:20:00.000Z,1570.459908837158,9775758703.080753,39.1004,0.14661956,-3.29011773,-1.44613605,-0.29813371,29.0327993,23.76560601,192183250784.4568,18.6819,192183250784.46,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
2,825,Tether,USDT,tether,48731,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71116628508.94615,73141766321.23428,,3,,,,2023-03-03T17:20:00.000Z,1.0001256414492246,37600192560.47979,26.6098,0.00089775,0.00350546,0.00217657,0.00222234,0.03570421,0.00657854,71125563705.21597,6.9178,73150955958.75,,2023-03-03T17:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-03 17:22:25.093322
3,1839,BNB,BNB,bnb,1206,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894579.00970283,159979963.59042934,,4,,,,2023-03-03T17:20:00.000Z,289.5509920942544,459764364.7185896,24.2829,0.25193782,-2.51366056,-3.76460314,-6.1118522,17.53985376,-0.83295959,45718531998.564095,4.4455,46322357172.81,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
4,3408,USD Coin,USDC,usd-coin,10437,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43228214266.55103,43228214266.55103,,5,,,,2023-03-03T17:20:00.000Z,0.9999649158785975,4172333938.5164485,17.19,-0.00191566,-0.0244106,-0.00086508,-0.0040381,-0.00573963,-0.00751466,43226697642.63369,4.202,43226697642.63,,2023-03-03T17:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-03 17:22:25.093322
5,52,XRP,XRP,xrp,898,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-03T17:20:00.000Z,0.3673950717289716,1126425680.3484654,32.8384,-0.0299198,-2.14671061,-2.16584042,-7.91890024,4.20537121,-6.85955374,18719114317.554443,1.8202,36739507172.9,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
6,2010,Cardano,ADA,cardano,661,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670935980.244,35538184453.812,,7,,,,2023-03-03T17:20:00.000Z,0.3395490057412378,384566338.13138074,63.2197,0.58912168,-2.00375843,-7.10309344,-9.51637089,33.33241844,4.74579509,11772481840.209959,1.145,15279705258.36,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
7,3890,Polygon,MATIC,polygon,598,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-03T17:20:00.000Z,1.1707234325637128,573626008.6695176,55.3169,0.57554345,-2.04650247,-8.1410984,8.41171379,49.82884253,27.26961712,10225470135.766794,0.994,11707234325.64,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
8,74,Dogecoin,DOGE,dogecoin,650,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-03T17:20:00.000Z,0.07637276374503968,554003556.6705554,136.5,0.34091339,-4.51677988,-5.69850234,-15.17957981,6.10931981,-24.58215609,10132432937.749657,0.985,10132432937.75,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
9,4687,Binance USD,BUSD,binance-usd,6338,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9469876480.143375,9469876480.143375,,10,,,,2023-03-03T17:20:00.000Z,1.000319685834936,7820909121.220785,38.3285,0.01161953,-0.01336976,0.01693329,0.03369574,0.01541962,-0.02388688,9472903865.51267,0.9208,9472903865.51,,2023-03-03T17:20:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-03 17:22:25.093322
10,5426,Solana,SOL,solana,437,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378850891.6416557,539312704.8875339,,11,,,,2023-03-03T17:20:00.000Z,21.248468681708342,478904481.8738719,44.5233,0.06532449,-2.36637466,-6.89042321,-6.72290132,90.6763824,56.91097824,8050001306.085002,0.7825,11459569119.45,,2023-03-03T17:20:00.000Z,,,,,,2023-03-03 17:22:25.093322
