,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9996,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19307106.0,19307106.0,,1,,,,2023-03-03T17:11:00.000Z,22402.988485799517,26045882986.51764,23.6555,0.12598986,-3.81835374,-3.32176255,-2.5423297,33.96818769,32.11567214,432536873412.1108,42.0591,470462758201.79,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
1,1027,Ethereum,ETH,ethereum,6517,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-03T17:11:00.000Z,1571.4158173649998,9765397494.464045,38.8492,0.15106715,-3.34282019,-1.32092082,-0.15861484,29.06473801,23.79479469,192300229006.75934,18.6996,192300229006.76,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
2,825,Tether,USDT,tether,48731,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71116628508.94615,73141766321.23428,,3,,,,2023-03-03T17:11:00.000Z,1.000105714236163,37545462837.252045,26.1081,-0.0007569,0.00139225,-8.708e-05,-0.00167618,0.03089253,0.00344533,71124146549.00746,6.916,73149498447.19,,2023-03-03T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-03 17:12:44.885237
3,1839,BNB,BNB,bnb,1206,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894579.00970283,159979963.59042934,,4,,,,2023-03-03T17:11:00.000Z,289.6741995124086,459494522.08056766,24.2726,0.21535264,-2.57907545,-3.67789372,-5.9186573,17.53561055,-0.50977331,45737985781.98442,4.4488,46342067891.08,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
4,3408,USD Coin,USDC,usd-coin,10437,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43228214266.55103,43228214266.55103,,5,,,,2023-03-03T17:11:00.000Z,1.000080659587937,4167008741.8303266,16.4201,0.01614146,-0.02440711,0.02738864,0.01911021,0.01144984,0.02005689,43231701036.50102,4.2039,43231701036.5,,2023-03-03T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-03 17:12:44.885237
5,52,XRP,XRP,xrp,898,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-03T17:11:00.000Z,0.36755608197913714,1125156312.197081,32.6784,-0.03673888,-2.10232462,-1.92271786,-7.83998267,4.30548308,-6.85633556,18727317936.794525,1.8216,36755608197.91,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
6,2010,Cardano,ADA,cardano,661,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670935980.244,35538184453.812,,7,,,,2023-03-03T17:11:00.000Z,0.3393731952883642,384372180.0422547,63.2674,0.4153503,-2.13820468,-7.01054564,-9.46995977,33.26574433,4.71324153,11766386327.253721,1.1441,15271793787.98,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
7,3890,Polygon,MATIC,polygon,598,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-03T17:11:00.000Z,1.171769248276844,573296765.715265,55.0717,0.65401167,-2.03787324,-8.00720806,8.75757215,49.65451925,27.41577474,10234604622.225924,0.9952,11717692482.77,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
8,74,Dogecoin,DOGE,dogecoin,650,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-03T17:11:00.000Z,0.07634681411940974,553502577.1384081,136.0478,0.24406131,-4.61529699,-5.71250339,-14.98776508,5.96201483,-24.59984511,10128990181.084036,0.9853,10128990181.08,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
9,4687,Binance USD,BUSD,binance-usd,6338,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9469876480.143375,9469876480.143375,,10,,,,2023-03-03T17:11:00.000Z,1.0001991390656384,7811138246.158167,37.9364,-0.01962833,-0.04012097,-0.00284155,0.03580272,0.00201159,0.01056008,9471762302.497343,0.9214,9471762302.5,,2023-03-03T17:11:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-03 17:12:44.885237
10,5426,Solana,SOL,solana,437,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378850891.6416557,539312704.8875339,,11,,,,2023-03-03T17:11:00.000Z,21.271019441259984,478562005.8137042,44.4636,0.03203437,-2.32731362,-6.7091438,-6.5262303,91.52228692,57.22088758,8058544681.448338,0.7836,11471731030.58,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162800965.752177,1289224636.0573568,,12,904869778.0,5496381800.772417,,2023-03-03T17:11:00.000Z,6.074224086609308,292855478.4694521,33.1865,0.30907795,-3.23417519,-8.38467773,-0.00036529,34.59616527,9.29631292,7063113634.104439,0.6868,7831039337.39,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
12,2,Litecoin,LTC,litecoin,881,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72401614.83882631,84000000.0,,13,,,,2023-03-03T17:11:00.000Z,89.69600132754375,659779388.7748275,42.7852,0.22825369,-4.9013618,-1.56170684,-4.8778455,19.99464174,17.53304331,6494135340.6996765,0.6317,7534464111.51,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-03T17:11:00.000Z,1.1325950731844828e-05,287037243.7814422,51.7572,-0.0183359,-4.3838042,-10.38269224,-0.97186242,38.19629969,21.21035969,6218663645.218173,0.6047,6679309899.25,,2023-03-03T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-03 17:12:44.885237
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91392613295.47162,91392729200.59804,,15,71659659264.0,4832898963.738776,,2023-03-03T17:11:00.000Z,0.06744239385696747,257104668.3383619,20.0258,0.05138918,-2.49984866,-0.68752759,9.16017631,21.96717783,25.02035122,6163736621.490719,0.5994,6163744438.41,,2023-03-03T17:11:00.000Z,,,,,,2023-03-03 17:12:44.885237
0,1,Bitcoin,BTC,bitcoin,9996,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19307106.0,19307106.0,,1,,,,2023-03-03T17:12:00.000Z,22405.050503585833,26043886706.477276,23.6537,0.16759043,-3.80393346,-3.29574904,-2.55317985,33.98366157,32.11897959,432576685008.0851,42.0629,470506060575.3,,2023-03-03T17:12:00.000Z,,,,,,2023-03-03 17:13:45.843716
1,1027,Ethereum,ETH,ethereum,6517,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-03T17:12:00.000Z,1571.4792473463951,9764866563.348854,38.8502,0.18362051,-3.3330487,-1.30162792,-0.18100465,29.07402662,23.80187818,192307991178.8168,18.7003,192307991178.82,,2023-03-03T17:12:00.000Z,,,,,,2023-03-03 17:13:45.843716
2,825,Tether,USDT,tether,48731,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71116628508.94615,73141766321.23428,,3,,,,2023-03-03T17:12:00.000Z,1.0001044746860703,37544939147.22585,26.149,-0.00057792,0.00136539,-3.301e-05,-0.00201349,0.03311157,0.00337612,71124058396.384,6.916,73149407784.31,,2023-03-03T17:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-03 17:13:45.843716
3,1839,BNB,BNB,bnb,1206,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894579.00970283,159979963.59042934,,4,,,,2023-03-03T17:12:00.000Z,289.71737109812716,459423633.1271998,24.2127,0.28158605,-2.56087494,-3.63566492,-5.94348701,17.5639023,-0.50107516,45744802341.33663,4.4486,46348974479.79,,2023-03-03T17:12:00.000Z,,,,,,2023-03-03 17:13:45.843716
4,3408,USD Coin,USDC,usd-coin,10437,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43228214266.55103,43228214266.55103,,5,,,,2023-03-03T17:12:00.000Z,1.0000382954903795,4166947555.851271,16.4181,0.01472108,-0.0241808,0.02420902,0.01739954,0.01629965,0.0147966,43229869712.2146,4.2037,43229869712.21,,2023-03-03T17:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-03 17:13:45.843716
5,52,XRP,XRP,xrp,898,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-03T17:12:00.000Z,0.3675736887625722,1125172437.5299523,32.6974,-0.02441225,-2.09107263,-1.90890693,-7.83446367,4.30669573,-6.85379483,18728215018.484634,1.8213,36757368876.26,,2023-03-03T17:12:00.000Z,,,,,,2023-03-03 17:13:45.843716
